1577850360,30847.72637,30908.1749,30793.86586,30802.49747
1577850660,30802.49747,30821.39004,30789.17268,30799.55649
1577850960,30802.40259,30802.40259,30778.70114,30783.43851
1577851260,30783.43851,30804.06306,30773.25496,30799.12962
1577851560,30800.83717,30832.69869,30797.94393,30817.63817
1577851860,30818.54043,30864.10227,30816.64099,30848.72556
1577852160,30849.43931,30923.85002,30848.58282,30904.40187
1577852460,30907.12409,30921.45949,30888.03089,30914.67241
1577852760,30914.76798,30919.59514,30893.94726,30895.61761
1577853060,30899.77041,30916.15384,30897.57454,30907.88831
1577853360,30909.36909,30972.84146,30907.17185,30958.698
1577853660,30958.74592,30970.73111,30944.71108,30959.99195
1577853960,30959.80025,30969.34035,30950.36181,30954.09817
1577854260,30951.17607,30951.17607,30922.70252,30938.67954
1577854560,30940.59406,30945.33352,30912.95222,30920.98143
1577854860,30921.45949,30956.49374,30921.45949,30941.83863
1577855160,30943.46629,30955.10426,30940.64193,30945.62081
1577855460,30945.62081,30948.97288,30932.26761,30947.29675
1577855760,30947.29675,30969.24444,30943.32266,30960.75879
1577856060,30960.80671,31004.57938,30960.71086,30980.32594
1577856360,30981.42973,30988.53424,30974.28051,30978.74239
1577856660,30976.10348,30983.73354,30964.16208,30971.45052
1577856960,30972.26588,30981.38174,30963.97032,30981.38174
1577857260,30979.79807,30986.56577,30972.50571,30981.6217
1577857560,30979.84606,30980.56589,30965.50443,30974.1366
1577857860,30974.1366,30992.76009,30973.17723,30986.61378
1577858160,30986.61378,30995.93023,30976.53527,30986.61378
1577858460,30986.61378,30986.61378,30970.29948,30977.97466
1577858760,30976.15146,30988.53424,30974.1366,30982.24562
1577859060,30984.74156,31007.75194,30983.73354,30988.53424
1577859360,30990.93515,30997.17926,30983.73354,30988.53424
1577859660,30987.1899,31001.35941,30978.93432,30996.12239
1577859960,30994.87345,31000.1581,30988.53424,30990.45494
1577860260,30988.67829,30991.84759,30933.46367,30949.21234
1577860560,30944.56745,30957.93127,30923.37188,30952.13407
1577860860,30952.94842,30959.60855,30934.8512,30938.00951
1577861160,30939.15815,30945.3814,30916.67955,30940.73766
1577861460,30945.28564,30969.24444,30940.59406,30963.10746
1577861760,30963.44301,30996.41062,30956.54166,30992.37588
1577862060,30992.37588,31016.16718,30985.55763,30988.63027
1577862360,30984.69356,30991.41538,30974.28051,30982.62959
1577862660,30983.73354,30993.24037,30978.64642,30987.38194
1577862960,30986.37374,30986.37374,30970.44336,30985.12559
1577863260,30978.93432,30981.81368,30973.17723,30976.05551
1577863560,30978.45448,30988.53424,30974.23254,30980.85383
1577863860,30976.87112,30985.65364,30976.10348,30978.74239
1577864160,30977.73475,30985.74965,30977.39889,30980.42192
1577864460,30979.46217,31002.94528,30977.97466,30991.70352
1577864760,30991.22329,30996.93905,30979.99002,30982.24562
1577865060,30983.25355,30986.61378,30944.2323,30972.60164
1577865360,30970.3954,30971.25867,30957.83543,30958.79385
1577865660,30963.49095,30964.25796,30932.93739,30957.83543
1577865960,30956.58957,30980.75785,30955.91877,30975.57576
1577866260,30974.1366,30977.44687,30954.14608,30967.85382
1577866560,30964.64148,30969.34035,30950.5534,30964.0662
1577866860,30959.75232,30964.35384,30926.09745,30941.07273
1577867160,30936.76525,30950.17023,30924.18472,30945.3814
1577867460,30945.18988,30963.49095,30935.9039,30958.21879
1577867760,30958.74592,30962.58017,30946.33905,30954.33771
1577868060,30950.69709,31000.062,30945.3814,30977.25495
1577868360,30978.88634,31014.86853,30978.88634,30989.11043
1577868660,30989.11043,31007.55964,30986.85383,31002.94528
1577868960,31002.89722,31031.8076,30993.38446,31000.54251
1577869260,31002.41664,31002.41664,30960.71086,30990.3589
1577869560,30988.53424,30996.21846,30981.71769,30991.27131
1577869860,30991.75155,30994.34508,30981.81368,30989.01439
1577870160,30987.1899,30993.33643,30978.02264,30979.03029
1577870460,30982.77358,30992.2318,30976.77516,30986.56577
1577870760,30986.61378,31007.12699,30986.56577,31000.49446
1577871060,31001.02303,31007.75194,30972.26588,30985.65364
1577871360,30983.73354,30985.46162,30964.5456,30977.01505
1577871660,30977.63879,30990.31088,30974.1366,30983.49354
1577871960,30978.93432,30990.3589,30975.04805,30980.94981
1577872260,30981.0458,30988.53424,30955.48756,30959.60855
1577872560,30959.5127,30966.89484,30954.96053,30959.75232
1577936760,30960.71086,30960.71086,30886.12286,30886.12286
1577937060,30886.12286,30887.93548,30871.24837,30887.50616
1577937360,30885.16894,30888.69875,30869.81889,30877.68269
1577937660,30878.96988,30878.96988,30855.34091,30871.29602
1577937960,30870.86716,30932.93739,30866.24575,30916.67955
1577938260,30918.54355,30921.45949,30899.81815,30916.63176
1577938560,30916.63176,30957.97919,30915.62816,30947.77563
1577938860,30948.25452,30977.44687,30927.0539,30970.63519
1577939160,30971.25867,30973.84878,30945.28564,30947.34464
1577939460,30947.63196,30951.94247,30935.42539,30940.59406
1577939760,30941.45567,30947.29675,30929.34963,30941.16846
1577940060,30940.59406,30960.9505,30935.8082,30935.85605
1577940360,30935.85605,30935.85605,30894.71083,30903.54232
1577940660,30901.77562,30919.59514,30901.77562,30909.36909
1577940960,30910.61115,30910.94557,30902.77831,30907.12409
1577941260,30907.12409,30907.12409,30888.03089,30896.66764
1577941560,30896.7631,30901.34591,30888.03089,30894.71083
1577941860,30893.70865,30911.90108,30892.80198,30905.16595
1577942160,30905.1182,30923.0372,30901.39365,30911.90108
1577942460,30916.10605,30918.11338,30900.43879,30907.12409
1577942760,30909.5124,30924.28035,30904.25861,30922.08099
1577943060,30923.22845,30936.38242,30916.77513,30921.45949
1577943360,30923.89783,30926.19309,30902.34858,30907.12409
1577943660,30909.99011,30919.21274,30905.83456,30911.08889
1577943960,30913.81229,30916.29722,30897.04949,30902.34858
1577944260,30901.39365,30905.16595,30868.15132,30883.92893
1577944560,30884.16739,30897.04949,30883.92893,30892.80198
1577944860,30892.80198,30892.80198,30874.44137,30881.59225
1577945160,30878.96988,30891.94307,30866.10285,30884.54892
1577945460,30885.31203,30888.03089,30874.01242,30878.49313
1577945760,30879.06523,30879.06523,30856.57862,30869.39007
1577946060,30869.96183,30871.77255,30835.02798,30845.25245
1577946360,30848.58282,30860.33999,30844.15835,30852.72298
1577946660,30852.24705,30861.24476,30841.49476,30861.00666
1577946960,30860.95904,30860.95904,30828.5639,30832.03325
1577947260,30833.74445,30841.30453,30826.14057,30830.32224
1577947560,30830.36976,30831.60548,30812.84279,30825.14284
1577947860,30825.14284,30839.44982,30821.39004,30830.55987
1577948160,30831.84313,30844.63404,30826.23559,30830.94008
1577948460,30830.89255,30836.59687,30823.62261,30829.6569
1577948760,30827.09085,30830.89255,30820.25014,30828.37382
1577949060,30828.37382,30830.89255,30825.61794,30829.89452
1577949360,30827.51849,30887.60156,30823.29008,30866.15048
1577949660,30864.24516,30868.67539,30856.10257,30862.10196
1577949960,30862.10196,30876.58628,30856.10257,30871.8202
1577950260,30870.48596,30871.8202,30840.59115,30845.15731
1577950560,30845.15731,30849.01106,30836.8346,30836.8346
1577950860,30839.44982,30850.39103,30835.45584,30842.3033
1577951160,30842.3033,30848.86831,30833.2691,30841.39964
1577951460,30841.20941,30842.73137,30819.49025,30819.49025
1577951760,30819.49025,30821.15256,30788.27213,30802.40259
1577952060,30802.40259,30819.06282,30799.08219,30807.33708
1577952360,30807.28962,30811.37124,30794.57707,30796.14186
1577952660,30799.55649,30807.14726,30788.17734,30802.35515
1577952960,30804.30028,30825.19035,30800.50513,30809.04554
1577953260,30809.04554,30809.04554,30795.7625,30804.49006
1577953560,30804.30028,30814.74177,30794.52966,30796.75833
1577953860,30795.7625,30808.09637,30794.86157,30795.7625
1577954160,30797.32741,30799.08219,30773.96523,30774.34404
1577954460,30778.70114,30786.13946,30773.96523,30779.6485
1577954760,30781.16439,30781.16439,30755.3672,30762.60498
1577955060,30762.60498,30769.23077,30738.01986,30745.58032
1577955360,30745.58032,30768.28405,30731.4075,30757.77941
1577955660,30757.73211,30757.77941,30741.79962,30745.58032
1577955960,30746.52564,30760.00277,30721.96621,30736.13032
1577956260,30735.61074,30738.30331,30724.04279,30728.9522
